"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R660-A_Gain","R660-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B695-A_Gain","B695-H_Gain","V450-A_Gain","V450-H_Gain","V530-A_Gain","V530-H_Gain","V710-A_Gain","V710-H_Gain","Y590-A_Gain","Y590-H_Gain","Y610-A_Gain","Y610-H_Gain","Y670-A_Gain","Y670-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R660-A","R660-H","R780-A","R780-H","B530-A","B530-H","B695-A","B695-H","V450-A","V450-H","V530-A","V530-H","V710-A","V710-H","Y590-A","Y590-H","Y610-A","Y610-H","Y670-A","Y670-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","Yellow_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","Yellow_AreaScalingFactor"
"02-DEC-2021",2021-12-02 14:07:05,"2021-12-02","14H 7M 5S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,37604.8515625,63788.06640625,38708,79003.7578125,64085.48046875,81230,9217.23046875,9443,6924.7802734375,7016,8027.39990234375,8152,7308.64013671875,7382,9118.650390625,8755,9529.3505859375,9124,8618.0400390625,7685,8767.919921875,9145,8952.2001953125,9309,8172.240234375,8421,7034.60009765625,7313,NA,NA,NA,NA,NA,NA,NA,NA
"02-DEC-2021",2021-12-02 13:59:58,"2021-12-02","13H 59M 58S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,38420.400390625,62819.328125,40250.5,82144.0703125,63671.0078125,85205.5,8801.7900390625,NA,6947.82006835938,NA,8108.74975585938,NA,7542.599609375,NA,9496,NA,9311.5,NA,8671.5,NA,9221.5498046875,NA,9401.599609375,NA,8568.2998046875,NA,7135.69970703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-DEC-2021",2021-12-01 13:58:31,"2021-12-01","13H 58M 31S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,35192.0703125,63895.30859375,36066.5,75306.07421875,64065.916015625,77399,9144.5703125,NA,7114.85986328125,NA,7391.7998046875,NA,6848.39990234375,NA,9226,NA,9084.5,NA,8661.5,NA,9234.5498046875,NA,9400.62451171875,NA,8496.79931640625,NA,6924.77465820312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30-NOV-2021",2021-11-30 11:13:51,"2021-11-30","11H 13M 51S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,38359.169921875,64277.85546875,39016.5,80321.796875,64407.40234375,82112,8325.46533203125,NA,6577.63500976562,NA,7896.19970703125,NA,7289.42456054688,NA,9373,NA,9220,NA,8584,NA,9236.1748046875,NA,9384.37451171875,NA,8518.57470703125,NA,7085.97485351562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29-NOV-2021",2021-11-29 10:25:30,"2021-11-29","10H 25M 30S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,37288.755859375,64000.751953125,38172.5,78093.59375,64269.1328125,79889,8395.5,NA,6621.56982421875,NA,7692.74951171875,NA,7062.24975585938,NA,9530,NA,9409,NA,8616,NA,9177.0244140625,NA,9365.19921875,NA,8401.25,NA,7009.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23-NOV-2021",2021-11-23 12:50:24,"2021-11-23","12H 50M 24S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,36496.98046875,64368.28515625,37124,76473.796875,64712.3515625,77876,8830.5,NA,6928.68017578125,NA,7604.349609375,NA,6949.14990234375,NA,9651,NA,9496,NA,8697,NA,9248.849609375,NA,9426.2998046875,NA,8381.75,NA,6881.5498046875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-NOV-2021",2021-11-18 12:02:44,"2021-11-18","12H 2M 44S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,39054.9609375,62659.705078125,40840.5,80913.62109375,62957.330078125,84735,9135.8701171875,NA,6315.76489257812,NA,8177.32470703125,NA,7355.724609375,NA,9667.5,NA,9649.5,NA,8961,NA,9397.37451171875,NA,9560.849609375,NA,8438.94970703125,NA,6116.49975585938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17-NOV-2021",2021-11-17 09:27:52,"2021-11-17","9H 27M 52S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,38400.44921875,64187.15625,39177,79846.28125,64208.62890625,81799,9214.4404296875,9436,6171.47998046875,6256,8323.2001953125,8443,7409.2802734375,7451,9184.1396484375,8943,9653.669921875,9338,8686.8603515625,7833,8817.560546875,9169,9016.7998046875,9309,8072.9599609375,8238,6212.47998046875,6432,NA,NA,NA,NA,NA,NA,NA,NA
"16-NOV-2021",2021-11-16 09:30:16,"2021-11-16","9H 30M 16S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,37338.80078125,64584.1953125,37930,77972.203125,64869.76171875,79216,9702.6904296875,9941,7383.27001953125,7521,7983.2001953125,8015,7167.2001953125,7133,8946.6005859375,8545,9473.8505859375,9005,8936.6103515625,7968,9245.9599609375,9532,9313.9599609375,9587,8646.2001953125,8852,7078.1201171875,7267,NA,NA,NA,NA,NA,NA,NA,NA
"15-NOV-2021",2021-11-15 10:32:37,"2021-11-15","10H 32M 37S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,38722.6015625,63708.68359375,39821,80985.28125,63942.69140625,83517,8915.91015625,9173,6772.26025390625,6892,8321.83984375,8508,7504.47998046875,7608,9217.4404296875,8657,9629.25,8979,8593.6201171875,7477,8761.1201171875,9181,8972.599609375,9351,8198.080078125,8462,7017.60009765625,7333,NA,NA,NA,NA,NA,NA,NA,NA
"15-NOV-2021",2021-11-15 09:36:19,"2021-11-15","9H 36M 19S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,38112.30078125,63922.6015625,39057,79706.8828125,64094.89453125,81912,9530.6396484375,9769,7333.97998046875,7448,8140.2802734375,8276,7431.0400390625,7501,8459.310546875,8418,8911.080078125,8818,8267.2802734375,7457,8863.7998046875,9251,9099.759765625,9441,8375.560546875,8605,7354.8798828125,7652,NA,NA,NA,NA,NA,NA,NA,NA
"12-NOV-2021",2021-11-12 08:38:19,"2021-11-12","8H 38M 19S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,39262.724609375,64358.041015625,39997,82937.72265625,64427.16015625,84734,8776.5595703125,NA,6655.5,NA,8168.5498046875,NA,7358.64990234375,NA,10053.5,NA,10087,NA,8977,NA,9408.099609375,NA,9606.0244140625,NA,8612.5,NA,6565.64990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11-NOV-2021",2021-11-11 10:05:10,"2021-11-11","10H 5M 10S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,39858.076171875,63411.978515625,41153,82979,63570.55859375,86002.5,8629.5302734375,NA,6760.77001953125,NA,8142.5498046875,NA,7465.89990234375,NA,9777.5,NA,9742.5,NA,8598.5,NA,9148.75,NA,9443.849609375,NA,8339.1748046875,NA,6809.39990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-NOV-2021",2021-11-10 09:41:53,"2021-11-10","9H 41M 53S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,39767.76171875,64897.8828125,40063,83421.6484375,65137.40625,84342,9304.650390625,NA,6230.93994140625,NA,8383.69921875,NA,7229.2998046875,NA,9649,NA,9700,NA,1657,NA,21095.099609375,NA,749.449951171875,NA,8459.099609375,NA,5772,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09-NOV-2021",2021-11-09 10:22:24,"2021-11-09","10H 22M 24S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,37822.025390625,65069.962890625,37934,78820.5,65497.013671875,79451.5,9624.10498046875,9822,6769.00512695312,6833.5,8124.97998046875,8074.5,7150.2001953125,7005,9505.48486328125,9217.5,10082.6850585938,9767.5,1716.61505126953,1659,20270.80078125,20658,771.459991455078,806,8513.60009765625,8636.5,6592.60009765625,6698.5,NA,NA,NA,NA,NA,NA,NA,NA
"05-NOV-2021",2021-11-05 08:33:51,"2021-11-05","8H 33M 51S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,39527.189453125,61995.830078125,41771.5,82862.3203125,62276.63671875,87628.5,8590.3798828125,NA,6688.9951171875,NA,8088.599609375,NA,7374.89990234375,NA,9441,NA,9478,NA,8830,NA,9439.2998046875,NA,9516,NA,8659.2998046875,NA,6766.82470703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04-NOV-2021",2021-11-04 12:23:59,"2021-11-04","12H 23M 59S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,39570.90234375,63272.201171875,41090.5,83475.44140625,63176.275390625,86913.5,9136.3203125,9421,7059.6298828125,7185,8512.919921875,8774,7858.76025390625,8037,9600.3896484375,9290,10105.4404296875,9733,9090.900390625,8117,8663.2001953125,9131.5,8792.740234375,9279,8187.8798828125,8532.5,6903.35986328125,7310,NA,NA,NA,NA,NA,NA,NA,NA
"04-NOV-2021",2021-11-04 07:47:25,"2021-11-04","7H 47M 25S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,39842.279296875,63966.712890625,40692.5,83244.84765625,64190.087890625,85404.5,9483,NA,7938.31494140625,NA,8125.64990234375,NA,7523.099609375,NA,9901,NA,9840.5,NA,9347,NA,9669.07470703125,NA,9726.2744140625,NA,9015.1748046875,NA,7351.82470703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03-NOV-2021",2021-11-03 08:34:41,"2021-11-03","8H 34M 41S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,38608.69921875,63700.5078125,39699,81707.4375,63981.41015625,84180,9185.6103515625,9470,7259.580078125,7415,8297.3603515625,8447,7528.9599609375,7594,9886.7705078125,9602,10365.1796875,10028,9380.6103515625,8469,9201.759765625,9662,9246.6396484375,9698,8640.080078125,8947,7389.56005859375,7665,NA,NA,NA,NA,NA,NA,NA,NA
"02-NOV-2021",2021-11-02 10:40:59,"2021-11-02","10H 40M 59S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,38571.30078125,62649.83984375,40394,80498.3984375,62834.69140625,84244,8961.48046875,9303,6947.10009765625,7147,8157.2802734375,8478,7437.16015625,7665,9942.2705078125,9659,10267.5,9970,8831.16015625,7977,8707.400390625,9295,8868.560546875,9413,8130.76025390625,8557,7103.9599609375,7568,NA,NA,NA,NA,NA,NA,NA,NA
"26-OCT-2021",2021-10-26 09:07:38,"2021-10-26","9H 7M 38S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,38748.94921875,64195.27734375,39618,82911.0390625,64479.65625,84845,9601.3203125,9821,6364.919921875,6448,8451.7197265625,8544,7275.3203125,7322,10095.4501953125,9675,10532.7900390625,10063,8896.650390625,7914,9175.919921875,9573,9305.1201171875,9648,8342.240234375,8546,6215.2001953125,6465,NA,NA,NA,NA,NA,NA,NA,NA
"22-OCT-2021",2021-10-22 10:38:58,"2021-10-22","10H 38M 58S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,39405.15234375,63572.08984375,40708,82113.3984375,63587.4765625,85233,9526.919921875,9833,7360.02001953125,7533,8355.16015625,8542,7518.76025390625,7668,10185.3603515625,9864,10501.7099609375,10165,9350.6396484375,8356,8990.2802734375,9517,9026.3203125,9496,8399.3603515625,8772,7182.16015625,7524,NA,NA,NA,NA,NA,NA,NA,NA
"20-OCT-2021",2021-10-20 08:31:35,"2021-10-20","8H 31M 35S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,39317.6015625,64437.5390625,39938,82982.4375,64695.796875,84447,9629.2197265625,9830,7601.81982421875,7684,8499.3203125,8546,7591.52001953125,7608,10074.3603515625,9725,10466.1904296875,10076,9468.2998046875,8506,9195.6396484375,9545,9132.400390625,9471,8650.9599609375,8878,7448.0400390625,7663,NA,NA,NA,NA,NA,NA,NA,NA
"18-OCT-2021",2021-10-18 12:37:21,"2021-10-18","12H 37M 21S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,38483.751953125,63229.51953125,39949.5,81616.3203125,63550.060546875,84616.5,9736.634765625,10049,7707.83984375,7879,8362.2998046875,8577.5,7558.2001953125,7709,10083.7954101562,9832.5,10365.7348632812,10081.5,9202.455078125,8321,8875.02001953125,9541,8880.7998046875,9527,8280.3603515625,8828,7259.67993164062,7927.5,NA,NA,NA,NA,NA,NA,NA,NA
"15-OCT-2021",2021-10-15 09:27:51,"2021-10-15","9H 27M 51S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,39034.55078125,63617.8046875,40320,82726.7578125,63569.91796875,85716,9181.8896484375,9472,5578.14013671875,5709,8507.48046875,8715,7112.1201171875,7242,9997.7705078125,9683,10370.73046875,9995,8610.2705078125,7747,9051.48046875,9559,9069.16015625,9532,7982.52001953125,8313,5627,5946,NA,NA,NA,NA,NA,NA,NA,NA
"13-OCT-2021",2021-10-13 08:31:56,"2021-10-13","8H 31M 56S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,40426.8515625,64175.7734375,41335,84665.44140625,64257.673828125,86906.5,9709.6650390625,9994,7266.08984375,7386,8625.7998046875,8737,7650,7711,10105.4404296875,9902,10490.6103515625,10265,9454.98046875,8610,9321.4404296875,9711,9269.419921875,9646,8755.33984375,8982,7197.80029296875,7450,NA,NA,NA,NA,NA,NA,NA,NA
"07-OCT-2021",2021-10-07 09:41:51,"2021-10-07","9H 41M 51S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,39875.19921875,63237.40625,41399,84977.5625,63217.6953125,88409,9673.8603515625,10023,7294.919921875,7488,8597.919921875,8831,7783.9599609375,7965,9807.9599609375,9683,10120.98046875,9992,9227.4296875,8467,8965.7998046875,9531,8990.9599609375,9520,8485.0400390625,8854,7080.16015625,7494,NA,NA,NA,NA,NA,NA,NA,NA
"06-OCT-2021",2021-10-06 09:23:54,"2021-10-06","9H 23M 54S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,39843.75,63399.609375,41278,84381.203125,63547.03515625,87267,9760.349609375,10081,7485.56982421875,7684,8503.400390625,8724,7727.52001953125,7852,10087.6796875,9835,10442.8798828125,10164,9435,8523,9098.400390625,9645,9059.6396484375,9601,8561.8798828125,8961,7363.0400390625,7775,NA,NA,NA,NA,NA,NA,NA,NA
"04-OCT-2021",2021-10-04 12:29:11,"2021-10-04","12H 29M 11S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,39985.69921875,62059.6484375,42319,85584.8046875,63042.60546875,89154,8963.33984375,9285,6971.2802734375,7149,8542.83984375,8831,7793.47998046875,8018,9876.7802734375,9543,10168.7099609375,9798,9005.4296875,8069,8714.2001953125,9224,8759.759765625,9237,8185.83984375,8573,7100.56005859375,7562,NA,NA,NA,NA,NA,NA,NA,NA
"30-SEP-2021",2021-09-30 08:39:49,"2021-09-30","8H 39M 49S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,42399.044921875,64106.580078125,43385,88399.34765625,63856.16015625,91289.5,8950.5595703125,NA,6077.81982421875,NA,8676.849609375,NA,7624.17456054688,NA,10662.5,NA,10483.5,NA,9412.5,NA,9682.3994140625,NA,9625.19921875,NA,8672.62451171875,NA,6071.32470703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29-SEP-2021",2021-09-29 07:49:30,"2021-09-29","7H 49M 30S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,42775.2890625,65675.8671875,42696,90301.8984375,65424.97265625,90940,10166.8203125,NA,7084.41015625,NA,8725.599609375,NA,7640.74951171875,NA,10742,NA,10688,NA,9449,NA,10099.69921875,NA,10045.099609375,NA,9064.25,NA,6311.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28-SEP-2021",2021-09-28 10:29:43,"2021-09-28","10H 29M 43S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,39852.25,63126.22265625,41432,84540.3203125,63035.34765625,88191,9021,9360,6818.76025390625,7002,8502.7197265625,8777,7636.39990234375,7829,10033.2900390625,9722,10418.4599609375,10050,8993.2197265625,8047,9020.8798828125,9558,9086.83984375,9618,8383.0400390625,8796,7134.56005859375,7569,NA,NA,NA,NA,NA,NA,NA,NA
"28-SEP-2021",2021-09-28 09:29:28,"2021-09-28","9H 29M 28S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,41835.69140625,63970.34765625,42899,88297.9453125,63873.7578125,90943,9571.740234375,NA,7643.81982421875,NA,8569.599609375,NA,7779.849609375,NA,10508,NA,10336,NA,9246,NA,9636.8994140625,NA,9683.0498046875,NA,8908.8994140625,NA,7424.94970703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24-SEP-2021",2021-09-24 08:30:23,"2021-09-24","8H 30M 23S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,42482.87890625,64180.96484375,43414,89322.34375,64084.8046875,91926,8981.8798828125,NA,7111.3798828125,NA,8646.94921875,NA,7811.69970703125,NA,10325,NA,10263,NA,9454,NA,9770.7998046875,NA,9779.25,NA,9094.1494140625,NA,7313.7998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA
