"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R660-A_Gain","R660-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B695-A_Gain","B695-H_Gain","V450-A_Gain","V450-H_Gain","V530-A_Gain","V530-H_Gain","V710-A_Gain","V710-H_Gain","Y590-A_Gain","Y590-H_Gain","Y610-A_Gain","Y610-H_Gain","Y670-A_Gain","Y670-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A-% rCV","FSC-H-% rCV","FSC-W-% rCV","SSC-A-% rCV","SSC-H-% rCV","SSC-W-% rCV","R660-A-% rCV","R660-H-% rCV","R780-A-% rCV","R780-H-% rCV","B530-A-% rCV","B530-H-% rCV","B695-A-% rCV","B695-H-% rCV","V450-A-% rCV","V450-H-% rCV","V530-A-% rCV","V530-H-% rCV","V710-A-% rCV","V710-H-% rCV","Y590-A-% rCV","Y590-H-% rCV","Y610-A-% rCV","Y610-H-% rCV","Y670-A-% rCV","Y670-H-% rCV","Y780-A-% rCV","Y780-H-% rCV","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R660-A","R660-H","R780-A","R780-H","B530-A","B530-H","B695-A","B695-H","V450-A","V450-H","V530-A","V530-H","V710-A","V710-H","Y590-A","Y590-H","Y610-A","Y610-H","Y670-A","Y670-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","Yellow_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","Yellow_AreaScalingFactor"
"02-DEC-2021",2021-12-02 14:07:05,"2021-12-02","14H 7M 5S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,5,1.61,4.99,5.42,1.24,6.38,4.91,5.73,7.01,7.61,6.04,6.8,7.59,8.58,7.16,7.86,6.65,6.79,7.81,8.18,4.16,5.25,3.86,4.73,4.63,5.56,8.05,9.47,37604.8515625,63788.06640625,38708,79003.7578125,64085.48046875,81230,9217.23046875,9443,6924.7802734375,7016,8027.39990234375,8152,7308.64013671875,7382,9118.650390625,8755,9529.3505859375,9124,8618.0400390625,7685,8767.919921875,9145,8952.2001953125,9309,8172.240234375,8421,7034.60009765625,7313,NA,NA,NA,NA,NA,NA,NA,NA
"02-DEC-2021",2021-12-02 13:59:58,"2021-12-02","13H 59M 58S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,5.92,1.65,5.73,5.63,1.24,6.5,6.64,NA,8.6,NA,6.02,NA,7,NA,8.33,NA,6.93,NA,8.64,NA,3.9,NA,3.72,NA,4.47,NA,8.12,NA,38420.400390625,62819.328125,40250.5,82144.0703125,63671.0078125,85205.5,8801.7900390625,NA,6947.82006835938,NA,8108.74975585938,NA,7542.599609375,NA,9496,NA,9311.5,NA,8671.5,NA,9221.5498046875,NA,9401.599609375,NA,8568.2998046875,NA,7135.69970703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-DEC-2021",2021-12-01 13:58:31,"2021-12-01","13H 58M 31S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,6.57,1.73,6.46,5.63,1.3,6.21,5.4,NA,7.45,NA,6.35,NA,7.67,NA,7.62,NA,6.88,NA,7.95,NA,4.05,NA,4.02,NA,5.06,NA,8.45,NA,35192.0703125,63895.30859375,36066.5,75306.07421875,64065.916015625,77399,9144.5703125,NA,7114.85986328125,NA,7391.7998046875,NA,6848.39990234375,NA,9226,NA,9084.5,NA,8661.5,NA,9234.5498046875,NA,9400.62451171875,NA,8496.79931640625,NA,6924.77465820312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30-NOV-2021",2021-11-30 11:13:51,"2021-11-30","11H 13M 51S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,6.28,1.79,6.57,5.9,1.29,6.69,5.62,NA,7.81,NA,6.24,NA,7.9,NA,7.58,NA,6.88,NA,7.87,NA,4.19,NA,4.04,NA,4.66,NA,8,NA,38359.169921875,64277.85546875,39016.5,80321.796875,64407.40234375,82112,8325.46533203125,NA,6577.63500976562,NA,7896.19970703125,NA,7289.42456054688,NA,9373,NA,9220,NA,8584,NA,9236.1748046875,NA,9384.37451171875,NA,8518.57470703125,NA,7085.97485351562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29-NOV-2021",2021-11-29 10:25:30,"2021-11-29","10H 25M 30S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,6.2,1.68,6.15,5.78,1.28,6.58,5.81,NA,7.81,NA,6.5,NA,7.76,NA,7.27,NA,6.85,NA,7.69,NA,4.12,NA,4.03,NA,4.9,NA,8.13,NA,37288.755859375,64000.751953125,38172.5,78093.59375,64269.1328125,79889,8395.5,NA,6621.56982421875,NA,7692.74951171875,NA,7062.24975585938,NA,9530,NA,9409,NA,8616,NA,9177.0244140625,NA,9365.19921875,NA,8401.25,NA,7009.599609375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23-NOV-2021",2021-11-23 12:50:24,"2021-11-23","12H 50M 24S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,5.87,1.73,6.06,5.64,1.42,6.42,5.27,NA,7.43,NA,6.31,NA,7.89,NA,7.76,NA,7.26,NA,7.88,NA,3.94,NA,3.86,NA,4.79,NA,8.58,NA,36496.98046875,64368.28515625,37124,76473.796875,64712.3515625,77876,8830.5,NA,6928.68017578125,NA,7604.349609375,NA,6949.14990234375,NA,9651,NA,9496,NA,8697,NA,9248.849609375,NA,9426.2998046875,NA,8381.75,NA,6881.5498046875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-NOV-2021",2021-11-18 12:02:44,"2021-11-18","12H 2M 44S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,5.04,1.62,5.82,4.42,1.25,5.58,5.97,NA,7.66,NA,5.77,NA,7.47,NA,8.4,NA,7.57,NA,7.53,NA,4.35,NA,4.24,NA,5.23,NA,9.04,NA,39054.9609375,62659.705078125,40840.5,80913.62109375,62957.330078125,84735,9135.8701171875,NA,6315.76489257812,NA,8177.32470703125,NA,7355.724609375,NA,9667.5,NA,9649.5,NA,8961,NA,9397.37451171875,NA,9560.849609375,NA,8438.94970703125,NA,6116.49975585938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17-NOV-2021",2021-11-17 09:27:52,"2021-11-17","9H 27M 52S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,4.84,1.4,4.78,4.9,1.09,5.5,4.53,5.5,6.52,7.23,5.26,5.87,6.41,7.28,6.9,7.97,6.5,6.65,7.75,7.99,3.44,4.66,3.45,4,4.26,4.93,6.91,8.23,38400.44921875,64187.15625,39177,79846.28125,64208.62890625,81799,9214.4404296875,9436,6171.47998046875,6256,8323.2001953125,8443,7409.2802734375,7451,9184.1396484375,8943,9653.669921875,9338,8686.8603515625,7833,8817.560546875,9169,9016.7998046875,9309,8072.9599609375,8238,6212.47998046875,6432,NA,NA,NA,NA,NA,NA,NA,NA
"16-NOV-2021",2021-11-16 09:30:16,"2021-11-16","9H 30M 16S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,8.02,1.79,7.68,6.91,1.34,7.69,6.03,6.49,8.25,8.67,8.27,8.95,9.92,10.56,10.71,11.47,10.18,10.06,8.86,9.58,6.07,6.83,6.07,6.67,7.94,7.87,11.38,12.34,37338.80078125,64584.1953125,37930,77972.203125,64869.76171875,79216,9702.6904296875,9941,7383.27001953125,7521,7983.2001953125,8015,7167.2001953125,7133,8946.6005859375,8545,9473.8505859375,9005,8936.6103515625,7968,9245.9599609375,9532,9313.9599609375,9587,8646.2001953125,8852,7078.1201171875,7267,NA,NA,NA,NA,NA,NA,NA,NA
"15-NOV-2021",2021-11-15 10:32:37,"2021-11-15","10H 32M 37S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,4.75,1.55,4.93,5.5,1.26,6.19,4.42,5.58,6.05,6.95,5.04,5.87,6.46,7.48,9.16,11.08,8.73,10.57,8.69,9.38,3.57,4.72,3.45,4.36,3.68,4.87,6.19,8.11,38722.6015625,63708.68359375,39821,80985.28125,63942.69140625,83517,8915.91015625,9173,6772.26025390625,6892,8321.83984375,8508,7504.47998046875,7608,9217.4404296875,8657,9629.25,8979,8593.6201171875,7477,8761.1201171875,9181,8972.599609375,9351,8198.080078125,8462,7017.60009765625,7333,NA,NA,NA,NA,NA,NA,NA,NA
"15-NOV-2021",2021-11-15 09:36:19,"2021-11-15","9H 36M 19S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,5.09,1.64,5.43,5.15,1.28,6.01,4.46,5.39,6.32,7.11,5.36,5.98,6.88,7.75,21.26,24.78,21.79,24.92,14.45,13.6,3.66,4.79,3.49,4.35,4.01,5,7.02,8.7,38112.30078125,63922.6015625,39057,79706.8828125,64094.89453125,81912,9530.6396484375,9769,7333.97998046875,7448,8140.2802734375,8276,7431.0400390625,7501,8459.310546875,8418,8911.080078125,8818,8267.2802734375,7457,8863.7998046875,9251,9099.759765625,9441,8375.560546875,8605,7354.8798828125,7652,NA,NA,NA,NA,NA,NA,NA,NA
"12-NOV-2021",2021-11-12 08:38:19,"2021-11-12","8H 38M 19S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,6.46,1.61,6.7,6.03,1.3,6.62,4.82,NA,7.05,NA,6.72,NA,7.93,NA,6.32,NA,5.86,NA,7.31,NA,4.69,NA,4.69,NA,6.04,NA,10.04,NA,39262.724609375,64358.041015625,39997,82937.72265625,64427.16015625,84734,8776.5595703125,NA,6655.5,NA,8168.5498046875,NA,7358.64990234375,NA,10053.5,NA,10087,NA,8977,NA,9408.099609375,NA,9606.0244140625,NA,8612.5,NA,6565.64990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11-NOV-2021",2021-11-11 10:05:10,"2021-11-11","10H 5M 10S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,5.07,1.67,5.46,5.38,1.37,6.28,5.19,NA,7.44,NA,5.28,NA,6.78,NA,6.31,NA,5.7,NA,7.62,NA,3.97,NA,3.86,NA,4.2,NA,7.66,NA,39858.076171875,63411.978515625,41153,82979,63570.55859375,86002.5,8629.5302734375,NA,6760.77001953125,NA,8142.5498046875,NA,7465.89990234375,NA,9777.5,NA,9742.5,NA,8598.5,NA,9148.75,NA,9443.849609375,NA,8339.1748046875,NA,6809.39990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-NOV-2021",2021-11-10 09:41:53,"2021-11-10","9H 41M 53S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,5.41,1.89,5.97,6.17,1.53,7.23,5.7,NA,8.53,NA,6.76,NA,8.42,NA,9.37,NA,8.87,NA,11.81,NA,4.73,NA,10.03,NA,6.58,NA,10.57,NA,39767.76171875,64897.8828125,40063,83421.6484375,65137.40625,84342,9304.650390625,NA,6230.93994140625,NA,8383.69921875,NA,7229.2998046875,NA,9649,NA,9700,NA,1657,NA,21095.099609375,NA,749.449951171875,NA,8459.099609375,NA,5772,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09-NOV-2021",2021-11-09 10:22:24,"2021-11-09","10H 22M 24S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,7.68,2.05,8.13,5.85,1.77,7.36,5.21,6.76,7.2,8.34,6.8,8.1,8.73,9.46,9.33,10.31,8.96,8.68,11.74,13.23,4.66,5.83,9.87,11.4,6.59,7.51,10.7,12.43,37822.025390625,65069.962890625,37934,78820.5,65497.013671875,79451.5,9624.10498046875,9822,6769.00512695312,6833.5,8124.97998046875,8074.5,7150.2001953125,7005,9505.48486328125,9217.5,10082.6850585938,9767.5,1716.61505126953,1659,20270.80078125,20658,771.459991455078,806,8513.60009765625,8636.5,6592.60009765625,6698.5,NA,NA,NA,NA,NA,NA,NA,NA
"05-NOV-2021",2021-11-05 08:33:51,"2021-11-05","8H 33M 51S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,5.91,1.66,5.95,5.61,1.3,6.4,6.04,NA,7.95,NA,6.55,NA,8,NA,9.38,NA,8.43,NA,8.45,NA,4.72,NA,4.79,NA,6.3,NA,10.25,NA,39527.189453125,61995.830078125,41771.5,82862.3203125,62276.63671875,87628.5,8590.3798828125,NA,6688.9951171875,NA,8088.599609375,NA,7374.89990234375,NA,9441,NA,9478,NA,8830,NA,9439.2998046875,NA,9516,NA,8659.2998046875,NA,6766.82470703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04-NOV-2021",2021-11-04 12:23:59,"2021-11-04","12H 23M 59S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,2.83,1.53,3.09,5.43,1.4,6.12,3.86,5.16,5.18,6.37,4,4.7,4.93,6.12,5.5,7.02,4.71,5.43,7.39,7.85,4.66,5.72,3.98,4.92,3.42,4.77,4.44,6.17,39570.90234375,63272.201171875,41090.5,83475.44140625,63176.275390625,86913.5,9136.3203125,9421,7059.6298828125,7185,8512.919921875,8774,7858.76025390625,8037,9600.3896484375,9290,10105.4404296875,9733,9090.900390625,8117,8663.2001953125,9131.5,8792.740234375,9279,8187.8798828125,8532.5,6903.35986328125,7310,NA,NA,NA,NA,NA,NA,NA,NA
"04-NOV-2021",2021-11-04 07:47:25,"2021-11-04","7H 47M 25S","Unknown","2.16.0","Unknown","Unknown",336,336,336,357,357,357,533,NA,423,NA,589,NA,649,NA,561,NA,454,NA,517,NA,385,NA,448,NA,427,NA,473,NA,6.24,1.73,6.22,5.97,1.4,6.94,5.44,NA,7.73,NA,6.81,NA,7.97,NA,9.1,NA,8.3,NA,8.66,NA,4.81,NA,5.15,NA,6.52,NA,10.56,NA,39842.279296875,63966.712890625,40692.5,83244.84765625,64190.087890625,85404.5,9483,NA,7938.31494140625,NA,8125.64990234375,NA,7523.099609375,NA,9901,NA,9840.5,NA,9347,NA,9669.07470703125,NA,9726.2744140625,NA,9015.1748046875,NA,7351.82470703125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03-NOV-2021",2021-11-03 08:34:41,"2021-11-03","8H 34M 41S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,4.53,1.5,4.6,5.31,1.17,6.14,4.44,5.31,6,6.66,5.13,6.02,6.51,7.65,6.71,7.47,6.1,6.3,8.07,8.09,3.64,4.83,3.63,4.46,4.47,5.15,8.08,9.59,38608.69921875,63700.5078125,39699,81707.4375,63981.41015625,84180,9185.6103515625,9470,7259.580078125,7415,8297.3603515625,8447,7528.9599609375,7594,9886.7705078125,9602,10365.1796875,10028,9380.6103515625,8469,9201.759765625,9662,9246.6396484375,9698,8640.080078125,8947,7389.56005859375,7665,NA,NA,NA,NA,NA,NA,NA,NA
"02-NOV-2021",2021-11-02 10:40:59,"2021-11-02","10H 40M 59S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,536,536,424,424,591,591,651,651,557,557,454,454,514,514,384,384,447,447,427,427,476,476,2.88,1.61,3.09,5.55,1.47,6.15,3.91,5.05,4.78,5.89,3.88,4.49,4.91,5.98,5.43,6.75,4.66,5.83,7.53,7.94,4.21,5.06,3.69,4.47,3.27,4.4,4.6,6.31,38571.30078125,62649.83984375,40394,80498.3984375,62834.69140625,84244,8961.48046875,9303,6947.10009765625,7147,8157.2802734375,8478,7437.16015625,7665,9942.2705078125,9659,10267.5,9970,8831.16015625,7977,8707.400390625,9295,8868.560546875,9413,8130.76025390625,8557,7103.9599609375,7568,NA,NA,NA,NA,NA,NA,NA,NA
