"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R660-A_Gain","R660-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B695-A_Gain","B695-H_Gain","V450-A_Gain","V450-H_Gain","V530-A_Gain","V530-H_Gain","V710-A_Gain","V710-H_Gain","Y590-A_Gain","Y590-H_Gain","Y610-A_Gain","Y610-H_Gain","Y670-A_Gain","Y670-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R660-A","R660-H","R780-A","R780-H","B530-A","B530-H","B695-A","B695-H","V450-A","V450-H","V530-A","V530-H","V710-A","V710-H","Y590-A","Y590-H","Y610-A","Y610-H","Y670-A","Y670-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","Yellow_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","Yellow_AreaScalingFactor"
"04-DEC-2023",2023-12-04 12:50:11,"2023-12-04","12H 50M 11S","Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04-DEC-2023",2023-12-04 11:43:23,"2023-12-04","11H 43M 23S","Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04-DEC-2023",2023-12-04 10:05:10,"2023-12-04","10H 5M 10S","Unknown","2.16.0","Unknown","Unknown",420,420,420,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,30851.2607421875,55615.865234375,36510,68068.296875,56117.75390625,79627,9415.9794921875,10601.5,10402.509765625,11580,8493.6396484375,9855.5,8100.40478515625,9325.5,11110.3701171875,12421.5,10909.8100585938,12162,10225.2905273438,10405,11138.080078125,12559,11603.060546875,13100.5,12002.3803710938,13113.5,14757.7553710938,16394.5,NA,NA,NA,NA,NA,NA,NA,NA
"30-NOV-2023",2023-11-30 11:16:43,"2023-11-30","11H 16M 43S","Unknown","2.16.0","Unknown","Unknown",500,500,500,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,81211.45703125,65915.921875,80845.5,138921.1484375,64831.435546875,140817,9160.7001953125,9346,7117.97485351562,7198,15974.53515625,16114.5,12952.6801757812,12959.5,12384.9248046875,12363.5,11454.5747070312,11450,10239.599609375,9310,12307.875,12474,12358.5,12517,10773.75,10709.5,9866.25,10085.5,NA,NA,NA,NA,NA,NA,NA,NA
"30-NOV-2023",2023-11-30 09:30:35,"2023-11-30","9H 30M 35S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,115048.734375,88164.5625,85520,262143,66972.8359375,256518,338.399993896484,270,355.320007324219,318,1624.26989746094,1491,1456.7099609375,1279,19647.25,12923,2570.21997070312,2199,1544.53002929688,935,749.059997558594,627,564.140014648438,478,972.170043945312,714,610.369995117188,602,NA,NA,NA,NA,NA,NA,NA,NA
"29-NOV-2023",2023-11-29 14:58:08,"2023-11-29","14H 58M 8S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,41496.826171875,66074.76171875,41191.5,138914.25,64056.009765625,142881,9155.650390625,9365,7862.34497070312,7978,15836.1899414062,16161,13247.3100585938,13364,12306.724609375,12237.5,11334.974609375,11244.5,10689.25,9658,12181.125,12568.5,12196.875,12596,11178.375,11286.5,10998.75,11304.5,NA,NA,NA,NA,NA,NA,NA,NA
"28-NOV-2023",2023-11-28 09:32:05,"2023-11-28","9H 32M 5S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,198318.5859375,191494.46875,63197,262143,66970.87109375,235674.5,1641.40991210938,817,1367.39994812012,745,3637.80017089844,2169.5,5696.28015136719,3858.5,9649.71069335938,2492,2644.77508544922,1123.5,3457.54516601562,1865,1100.40000915527,745,1061.59999084473,771,3043.59997558594,1792,2200.39996337891,1586,NA,NA,NA,NA,NA,NA,NA,NA
"22-NOV-2023",2023-11-22 09:26:51,"2023-11-22","9H 26M 51S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,262143,155518.375,110468,262143,66971,256526,1037.73999023438,303,63.5999984741211,63,7794.72021484375,2308,6899.76025390625,1520,28391.021484375,6064,8063.4404296875,1588,1638.63012695312,427,1165.59997558594,347,406.399993896484,96,394.399993896484,112,140,68,NA,NA,NA,NA,NA,NA,NA,NA
"21-NOV-2023",2023-11-21 18:07:44,"2023-11-21","18H 7M 44S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,249907.6953125,131521.125,137441,262143,103773.07421875,189354.5,11392.3489379883,2043,8538.29936981201,1775,24773.7611083984,6515,37589.7626953125,8047,37132.7634277344,6423,13842.0802001953,2235,18436.0753173828,2947,9516.80058288574,2055,10739.5999755859,2581,11501.9998779297,2757,9152.40000915527,2169,NA,NA,NA,NA,NA,NA,NA,NA
"21-NOV-2023",2023-11-21 12:12:01,"2023-11-21","12H 12M 1S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,126773.9921875,73445.125,104329,262143,66976.21875,256483,30453.1796875,32279,32233.5390625,35143,37680.9375,47098,30793.279296875,37530,41514.83203125,42606,38413.78125,39326,25365.390625,23827,43076.98046875,53651,46414.25,59000,42826.40234375,52104,50260.05078125,59164,NA,NA,NA,NA,NA,NA,NA,NA
"21-NOV-2023",2023-11-21 09:18:57,"2023-11-21","9H 18M 57S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,51082.05078125,61452.75,54402,141842.890625,63375.78515625,146750,9496.5390625,9555,8636.8798828125,8591,16089.12109375,16482,13497.1201171875,13751,12236.7705078125,12264,11360.9306640625,11405,10984.890625,9963,13834.400390625,14240,13791.2001953125,14167,13261.6005859375,13328,14968,15227,NA,NA,NA,NA,NA,NA,NA,NA
"20-NOV-2023",2023-11-20 11:16:04,"2023-11-20","11H 16M 4S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,52520.16015625,60814.859375,56568,145814.40625,62299.87890625,153664,9437.1796875,9649,8573.279296875,8632,16655.041015625,17356,14040.0009765625,14501,12071.3603515625,12133,11191.9501953125,11288,10745.7001953125,9767,13393.6005859375,14128,13475.2001953125,14240,12873.6005859375,13244,14944,15557,NA,NA,NA,NA,NA,NA,NA,NA
"17-NOV-2023",2023-11-17 10:11:30,"2023-11-17","10H 11M 30S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,41593.94140625,56529.439453125,49848.5,143115.40625,55420.8125,160240,17954.939453125,17693.5,15529.740234375,14678,16124.4047851562,18439,15690.75390625,17550.5,22230.005859375,20305,21141.095703125,20346.5,19013.416015625,17167.5,20689.599609375,23362,21951.2109375,25390,23556.1953125,25724.5,25401.0400390625,27349,NA,NA,NA,NA,NA,NA,NA,NA
"16-NOV-2023",2023-11-16 12:35:01,"2023-11-16","12H 35M 1S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,47068.94140625,55749.40625,52248,118868.4765625,48120.68359375,161244,16974.51953125,18513,14692.2001953125,16092,15120.51953125,20657,14112.7998046875,19481,20059.271484375,20957,19529.53125,19818,17126.080078125,16099,17897.041015625,24341,18983.78125,26034,19399.849609375,25878,21614.201171875,27982,NA,NA,NA,NA,NA,NA,NA,NA
"16-NOV-2023",2023-11-16 09:19:39,"2023-11-16","9H 19M 39S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,59605.875,63737.609375,61341.5,126415.8046875,56974.2265625,145792,10152.6796875,10412,7873.6796875,8005,14589.0004882812,16422.5,11593.0805664062,13171.5,12374.2158203125,12598.5,11491.8305664062,11702,10622.5356445312,9852,12939.2001953125,14256,12889.6000976562,14192,12004.7998046875,12992,11836.7998046875,12957.5,NA,NA,NA,NA,NA,NA,NA,NA
"15-NOV-2023",2023-11-15 09:19:51,"2023-11-15","9H 19M 51S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,59300.0703125,64662.390625,60133,138312,63940.984375,142439,10256.5595703125,10309,7902.2998046875,7876,15821.2802734375,16091,12841.2001953125,12929,12355.7705078125,12402,11512.060546875,11619,10689.7705078125,9746,14041.6005859375,14319,13956,14218,12948,12892,12811.2001953125,13002,NA,NA,NA,NA,NA,NA,NA,NA
"14-NOV-2023",2023-11-14 09:26:11,"2023-11-14","9H 26M 11S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,59647.19921875,64895.78125,60364,139331.53125,64087.08984375,142887,9580.279296875,9612,8754.5390625,8703,15847.9208984375,16110,13251.6005859375,13366,12383.140625,12364,11471.6005859375,11452,11055.1005859375,9967,14004,14279,13911.2001953125,14167,13400.7998046875,13336,15286.400390625,15458,NA,NA,NA,NA,NA,NA,NA,NA
"13-NOV-2023",2023-11-13 11:20:20,"2023-11-13","11H 20M 20S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,62618.25,64195.09765625,64061,148583.53125,63243.359375,154137,9389.4794921875,9559,8575.3994140625,8600,16628.400390625,17164,14060.880859375,14295,12218.9208984375,12280,11288.3408203125,11348,10794.490234375,9789,13704,14233,13742.400390625,14289,13066.400390625,13256,15363.2001953125,15789,NA,NA,NA,NA,NA,NA,NA,NA
"10-NOV-2023",2023-11-10 09:34:06,"2023-11-10","9H 34M 6S","Unknown","FACSAriaII","P18100008","Administrator",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,57596.17578125,64142.56640625,58882.5,137238.125,63396.08984375,141902,9405.90966796875,9548,6416.1796875,6432.5,15855.8403320312,16215,12469.6806640625,12617,11995.7954101562,12158.5,11073.5454101562,11230.5,10107.265625,9322,13679.2001953125,14144.5,13584,14079.5,12334,12412.5,11283.6000976562,11593.5,-60.35,0,27.42,-23.94,1.06,0.72,1.19,0.8
"09-NOV-2023",2023-11-09 11:06:29,"2023-11-09","11H 6M 29S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,43927.751953125,55289.751953125,52143.5,100362.828125,51317.236328125,129216,16018.0693359375,18756.5,14474.58984375,16513,16925.9194335938,21045,15361.2392578125,19165,21163.9853515625,22393,20151.9208984375,21809.5,17413.2954101562,16752.5,21761.935546875,27363,22993.3955078125,28905.5,22542.150390625,27649.5,24837.9052734375,31117.5,NA,NA,NA,NA,NA,NA,NA,NA
"09-NOV-2023",2023-11-09 09:55:10,"2023-11-09","9H 55M 10S","Unknown","2.16.0","Unknown","Unknown",500,500,500,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,124801.5,64567.59375,126871,147504.25,64556.73046875,150090,9789.099609375,9805,6870.91943359375,6825,16936.560546875,17081,13358.16015625,13342,12527.130859375,12580,11532.291015625,11627,10450.580078125,9501,14127.2001953125,14304,13980.7998046875,14167,12845.6005859375,12659,11925.6005859375,11993,NA,NA,NA,NA,NA,NA,NA,NA
"08-NOV-2023",2023-11-08 09:17:25,"2023-11-08","9H 17M 25S","Unknown","2.16.0","Unknown","Unknown",500,500,500,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,122472.07421875,64582.400390625,124407.5,134335.8046875,60502.025390625,145532.5,9343.36962890625,9584,6708.73974609375,6791,15527.1606445312,16556.5,12303.7202148438,13131,12507.4956054688,12664.5,11509.6806640625,11659.5,10601.1157226562,9735,13379.6000976562,14389.5,13228,14193,12156,12798.5,11451.6000976562,12272.5,NA,NA,NA,NA,NA,NA,NA,NA
"07-NOV-2023",2023-11-07 13:21:36,"2023-11-07","13H 21M 36S","Unknown","FACSAriaII","P18100008","Administrator",500,500,500,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,125284.3515625,63541.8125,129352,148068.71875,63417.02734375,153289,9486.9990234375,9800,8548.8994140625,8700,16769.521484375,17190,14237.2802734375,14452,11864.30078125,12041,10693.3408203125,10887,10406.55078125,9441,13573.6005859375,14213,13683.2001953125,14330,13051.2001953125,13314,15336,15854,-60.35,0,27.42,-23.94,1.06,0.72,1.19,0.8
"03-NOV-2023",2023-11-03 13:05:21,"2023-11-03","13H 5M 21S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,47376.08984375,210435.734375,13996,95396,40703.34765625,159254,11068.6396484375,12283,7019.759765625,8088,15849.6796875,24734,11839.5205078125,19465,15532.3994140625,17535,13151.0400390625,16440,9837.529296875,12051,13266.759765625,17730,14718.1796875,18777,11175.5,15221,7434.419921875,11032,NA,NA,NA,NA,NA,NA,NA,NA
"03-NOV-2023",2023-11-03 10:18:35,"2023-11-03","10H 18M 35S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,55977.28515625,227031.9140625,16868.5,108069.078125,39927.17578125,185573,11712.3598632812,14226,8071.7998046875,10290.5,16157.9604492188,24726,13286.2802734375,20027.5,16412.5346679688,17726,14526.08984375,17004,10436.9897460938,12921.5,15837.5903320312,20335.5,16578.80078125,19735,13206.9296875,17595.5,9113.0703125,12535.5,NA,NA,NA,NA,NA,NA,NA,NA
"02-NOV-2023",2023-11-02 18:33:15,"2023-11-02","18H 33M 15S","Unknown","2.16.0","Unknown","Unknown",425,425,425,380,380,380,533,533,436,436,640,640,700,700,558,558,450,450,520,520,389,389,450,450,430,430,488,488,46047.1484375,259795.828125,11559,33487.16015625,34244.69921875,63986,4412.31982421875,5347,2776.83996582031,3471,3937.919921875,7665.5,3407.60009765625,6376,3884.64489746094,6491,3660.10485839844,6081,2230.97998046875,5003,4661.47021484375,6726.5,4490.35009765625,6720,4042.40014648438,5916,3074.580078125,4800,NA,NA,NA,NA,NA,NA,NA,NA
"02-NOV-2023",2023-11-02 17:36:47,"2023-11-02","17H 36M 47S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,48968.609375,NA,NA,33895.6796875,NA,NA,4121.919921875,NA,2630.32006835938,NA,4034.80004882812,NA,3512.88012695312,NA,4293.0400390625,NA,4063.34985351562,NA,2588.38989257812,NA,4541.5,NA,4331.31982421875,NA,3857.02001953125,NA,2944.38012695312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02-NOV-2023",2023-11-02 15:22:57,"2023-11-02","15H 22M 57S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,58601.009765625,NA,NA,51068.361328125,NA,NA,6275.28002929688,NA,4614.28002929688,NA,8289.68017578125,NA,6744.92016601562,NA,8558.78466796875,NA,7491.70483398438,NA,5021.7646484375,NA,8019.39013671875,NA,7841.76000976562,NA,6762.03002929688,NA,5424.38012695312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02-NOV-2023",2023-11-02 14:36:07,"2023-11-02","14H 36M 7S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,41736.03125,NA,NA,30093.279296875,NA,NA,3991.67993164062,NA,2888.15991210938,NA,3838.80004882812,NA,3206.56005859375,NA,3396.93994140625,NA,2845.88989257812,NA,1900.34997558594,NA,4158.9599609375,NA,4023.80004882812,NA,3721.86010742188,NA,3155.17993164062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02-NOV-2023",2023-11-02 10:00:00,"2023-11-02","10H 0M 0S","Unknown","2.16.0","Unknown","Unknown",335,335,335,357,357,357,539,539,455,455,610,610,678,678,557,557,452,452,520,520,388,388,452,452,439,439,512,512,48094.58984375,72284.1015625,43270,112754.8984375,66949.0625,107523,11357.080078125,10997,9749.6796875,9233,13045.4892578125,12343,11889.08984375,11642,14293.1708984375,13555,13087.630859375,11967,12332.2607421875,10754,13442.8798828125,13089,14360.1103515625,13910,13916.5703125,12914,13968.16015625,13582,NA,NA,NA,NA,NA,NA,NA,NA
"01-NOV-2023",2023-11-01 10:20:09,"2023-11-01","10H 20M 9S","Unknown","2.16.0","Unknown","Unknown",425,NA,NA,380,NA,NA,533,NA,436,NA,640,NA,700,NA,558,NA,450,NA,520,NA,389,NA,450,NA,430,NA,488,NA,43945.75390625,NA,NA,76042.12109375,NA,NA,5307.71997070312,NA,4304.9599609375,NA,8413.43994140625,NA,6958.56005859375,NA,6880.39990234375,NA,6562.1298828125,NA,6316.47485351562,NA,6839.83984375,NA,6808.22021484375,NA,6257.66015625,NA,5796.68994140625,NA,NA,NA,NA,NA,NA,NA,NA,NA
